# T9	Mean Rate	One Sigma
0.3412449	13.820411	1.1661615
0.3476019	14.626016	1.1662531
0.3540774	15.471541	1.1663476
0.3606735	16.35854	1.1664454
0.3673925	17.288622	1.1665456
0.3742366	18.263426	1.1666484
0.3812083	19.284632	1.1667538
0.3883098	20.353971	1.1668614
0.3955436	21.4732	1.1669711
0.4029122	22.644114	1.1670824
0.4104181	23.868553	1.1671962
0.4180637	25.148409	1.167311
0.4258518	26.485579	1.1674275
0.433785	27.88204	1.1675447
0.441866	29.339752	1.1676645
0.4500975	30.860779	1.1677841
0.4584824	32.44718	1.1679044
0.4670234	34.101055	1.1680253
0.4757236	35.82454	1.1681468
0.4845859	37.6198	1.1682684
0.4936132	39.48906	1.1683898
0.5028087	41.434555	1.1685114
0.5121755	43.458538	1.1686325
0.5217169	45.563362	1.1687529
0.5314359	47.75133	1.1688727
0.541336	50.024815	1.1689916
0.5514206	52.38621	1.1691092
0.561693	54.837967	1.1692257
0.5721568	57.382473	1.1693412
0.5828155	60.02231	1.1694542
0.5936727	62.759884	1.169566
0.6047322	65.59773	1.1696761
0.6159978	68.53845	1.1697842
0.6274732	71.5846	1.1698899
0.6391624	74.73876	1.1699933
0.6510694	78.00354	1.1700943
0.6631981	81.38157	1.1701928
0.6755528	84.875534	1.170288
0.6881377	88.488075	1.1703808
0.700957	92.22185	1.1704707
0.7140151	96.079575	1.170557
0.7273165	100.06398	1.1706405
0.7408657	104.17775	1.1707207
0.7546673	108.423676	1.170797
0.768726	112.80439	1.1708701
0.7830465	117.32273	1.1709396
0.7976339	121.98147	1.1710049
0.812493	126.78338	1.1710666
0.8276289	131.7312	1.1711243
0.8430468	136.82773	1.1711776
0.8587519	142.07571	1.171227
0.8747496	147.47809	1.1712719
0.8910453	153.03748	1.1713128
0.9076446	158.75693	1.1713486
0.9245531	164.63895	1.1713802
0.9417766	170.6866	1.1714067
0.9593209	176.90265	1.1714284
0.9771921	183.28989	1.1714451
0.9953962	189.85124	1.1714568
1.0139395	196.58943	1.1714633
1.0328281	203.50731	1.1714648
1.0520687	210.60797	1.1714599
1.0716676	217.89395	1.1714501
1.0916317	225.3683	1.1714338
1.1119677	233.03392	1.1714121
1.1326826	240.89377	1.1713842
1.1537833	248.95065	1.1713495
1.1752771	257.2074	1.1713088
1.1971713	265.66724	1.1712608
1.2194734	274.33286	1.1712062
1.242191	283.20743	1.1711442
1.2653318	292.29395	1.1710751
1.2889036	301.59546	1.1709981
1.3129146	311.11487	1.1709131
1.3373729	320.8555	1.1708198
1.3622868	330.8203	1.1707175
1.3876648	341.0125	1.1706074
1.4135156	351.43533	1.1704879
1.439848	362.09204	1.170359
1.4666709	372.98602	1.1702201
1.4939935	384.12045	1.1700711
1.5218251	395.4989	1.1699116
1.5501751	407.1247	1.1697416
1.5790533	419.00137	1.1695603
1.6084695	431.13275	1.1693676
1.6384336	443.52222	1.1691629
1.668956	456.17377	1.1689459
1.700047	469.09088	1.1687163
1.7317171	482.27783	1.1684744
1.7639773	495.73837	1.1682191
1.7968384	509.47656	1.1679503
1.8303117	523.4967	1.1676677
1.8644085	537.80316	1.1673708
1.8991406	552.39996	1.1670604
1.9345197	567.2918	1.1667352
1.9705578	582.4832	1.1663955
2.0072673	597.979	1.1660404
2.0446607	613.7836	1.1656715
2.0827506	629.9023	1.1652882
2.1215502	646.3397	1.16489
2.1610725	663.1016	1.1644772
2.2013311	680.1925	1.1640512
2.2423397	697.6182	1.163611
2.2841122	715.3844	1.1631572
2.3266629	733.496	1.1626912
2.3700063	751.9589	1.1622134
2.4141571	770.7791	1.1617241
2.4591304	789.96277	1.1612246
2.5049415	807.406	1.1607709
2.5516061	807.406	1.1607709
2.5991399	807.406	1.1607709
2.6475593	807.406	1.1607709
2.6968806	807.406	1.1607709
2.7471208	807.406	1.1607709
2.7982969	807.406	1.1607709
2.8504263	807.406	1.1607709
2.9035269	807.406	1.1607709
2.9576167	807.406	1.1607709
3.0127141	807.406	1.1607709
3.0688379	807.406	1.1607709
3.1260072	807.406	1.1607709
3.1842416	807.406	1.1607709
3.2435608	807.406	1.1607709
3.3039851	807.406	1.1607709
3.365535	807.406	1.1607709
3.4282315	807.406	1.1607709
3.492096	807.406	1.1607709
3.5571502	807.406	1.1607709
3.6234163	807.406	1.1607709
3.6909169	807.406	1.1607709
3.759675	807.406	1.1607709
3.8297139	807.406	1.1607709
3.9010576	807.406	1.1607709
3.9737304	807.406	1.1607709
4.047757	807.406	1.1607709
4.1231626	807.406	1.1607709
4.1999729	807.406	1.1607709
4.2782142	807.406	1.1607709
4.357913	807.406	1.1607709
4.4390965	807.406	1.1607709
4.5217924	807.406	1.1607709
4.6060288	807.406	1.1607709
4.6918345	807.406	1.1607709
4.7792386	807.406	1.1607709
4.868271	807.406	1.1607709
4.958962	807.406	1.1607709
5.0513425	807.406	1.1607709
5.1454439	807.406	1.1607709
5.2412983	807.406	1.1607709
5.3389384	807.406	1.1607709
5.4383974	807.406	1.1607709
5.5397093	807.406	1.1607709
5.6429085	807.406	1.1607709
5.7480302	807.406	1.1607709
5.8551102	807.406	1.1607709
5.9641849	807.406	1.1607709
6.0752917	807.406	1.1607709
6.1884682	807.406	1.1607709
6.3037532	807.406	1.1607709
6.4211857	807.406	1.1607709
6.5408059	807.406	1.1607709
